_id,measure_id,measure_name,interval_type,value_type,measure_value,year_to_date_variance,budget_variance,decimal_accuracy,desired_direction,category,data_source_notes,city_perspective_note,year,period_number_in_year,target,note
2651,1.2,Construction Value of Building Applications Received (All Types),m,c,1083978722,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2020,5,,
2652,1.2,Construction Value of Building Applications Received (All Types),m,c,754827012,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2020,6,,
2653,1.2,Construction Value of Building Applications Received (All Types),m,c,1171480036,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2020,7,,
2654,1.2,Construction Value of Building Applications Received (All Types),m,c,1191153351,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2020,8,,
2655,1.2,Construction Value of Building Applications Received (All Types),m,c,1229245275,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2020,9,,
2656,1.2,Construction Value of Building Applications Received (All Types),m,c,898527569,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2020,10,,
2657,1.2,Construction Value of Building Applications Received (All Types),m,c,607500131,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2020,11,,
2658,1.2,Construction Value of Building Applications Received (All Types),m,c,3525011070,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2020,12,,
2659,1.2,Construction Value of Building Applications Received (All Types),m,c,313524866,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,1,,
2660,1.2,Construction Value of Building Applications Received (All Types),m,c,677217897,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,2,,
2661,1.2,Construction Value of Building Applications Received (All Types),m,c,589708486,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,3,,
2662,1.2,Construction Value of Building Applications Received (All Types),m,c,913313621.3,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,4,,
2663,1.2,Construction Value of Building Applications Received (All Types),m,c,1133852048,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,5,,
2664,1.2,Construction Value of Building Applications Received (All Types),m,c,1133898940,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,6,,
2665,1.2,Construction Value of Building Applications Received (All Types),m,c,1273069728,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,7,,
2666,1.2,Construction Value of Building Applications Received (All Types),m,c,1654109500,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,8,,
2667,1.2,Construction Value of Building Applications Received (All Types),m,c,1171978092,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,9,,
2668,1.2,Construction Value of Building Applications Received (All Types),m,c,1435857013,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,10,,
2669,1.2,Construction Value of Building Applications Received (All Types),m,c,2357741512,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,11,,
2670,1.2,Construction Value of Building Applications Received (All Types),m,c,5126134398,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2021,12,,
2671,1.2,Construction Value of Building Applications Received (All Types),m,c,874236247.1,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,1,,
2672,1.2,Construction Value of Building Applications Received (All Types),m,c,770940545.8,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,2,,
2673,1.2,Construction Value of Building Applications Received (All Types),m,c,732651832.4,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,3,,
2674,1.2,Construction Value of Building Applications Received (All Types),m,c,904389972.4,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,4,,
2675,1.2,Construction Value of Building Applications Received (All Types),m,c,1942275726,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,5,,
2676,1.2,Construction Value of Building Applications Received (All Types),m,c,1304115972,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,6,,
2677,1.2,Construction Value of Building Applications Received (All Types),m,c,1149793169,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,7,,
2678,1.2,Construction Value of Building Applications Received (All Types),m,c,1842096939,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,8,,
2679,1.2,Construction Value of Building Applications Received (All Types),m,c,1405295878,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,9,,
2680,1.2,Construction Value of Building Applications Received (All Types),m,c,3832915021,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,10,,
2681,1.2,Construction Value of Building Applications Received (All Types),m,c,1959752788,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,11,,
2682,1.2,Construction Value of Building Applications Received (All Types),m,c,1857323350,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2022,12,,
2683,1.2,Construction Value of Building Applications Received (All Types),m,c,683998428.9,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2023,1,,
2684,1.2,Construction Value of Building Applications Received (All Types),m,c,1341691057,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2023,2,,
2685,1.2,Construction Value of Building Applications Received (All Types),m,c,4255333674,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2023,3,,
2686,1.2,Construction Value of Building Applications Received (All Types),m,c,951459149.6,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2023,4,,
2687,1.2,Construction Value of Building Applications Received (All Types),m,c,780722751.2,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2023,5,,
2688,1.2,Construction Value of Building Applications Received (All Types),m,c,1031250775,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2023,6,,
2689,1.2,Construction Value of Building Applications Received (All Types),m,c,1804566049,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2023,7,,
2690,1.2,Construction Value of Building Applications Received (All Types),m,c,2914017335,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2023,8,,
2691,1.2,Construction Value of Building Applications Received (All Types),m,c,1150333186,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2023,9,,
2692,1.21,Construction Value of Building Permits Issued (Residential),m,c,111100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,1,,
2693,1.21,Construction Value of Building Permits Issued (Residential),m,c,108400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,2,,
2694,1.21,Construction Value of Building Permits Issued (Residential),m,c,60000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,3,,
2695,1.21,Construction Value of Building Permits Issued (Residential),m,c,156900000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,4,,
2696,1.21,Construction Value of Building Permits Issued (Residential),m,c,122800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,5,,
2697,1.21,Construction Value of Building Permits Issued (Residential),m,c,149700000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,6,,
2698,1.21,Construction Value of Building Permits Issued (Residential),m,c,132000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,7,,
2699,1.21,Construction Value of Building Permits Issued (Residential),m,c,132000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,8,,
2700,1.21,Construction Value of Building Permits Issued (Residential),m,c,133900000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,9,,
2701,1.21,Construction Value of Building Permits Issued (Residential),m,c,246500000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,10,,
2702,1.21,Construction Value of Building Permits Issued (Residential),m,c,248600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,11,,
2703,1.21,Construction Value of Building Permits Issued (Residential),m,c,224900000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2007,12,,
2704,1.21,Construction Value of Building Permits Issued (Residential),m,c,83300000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,1,,
2705,1.21,Construction Value of Building Permits Issued (Residential),m,c,151900000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,2,,
2706,1.21,Construction Value of Building Permits Issued (Residential),m,c,127700000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,3,,
2707,1.21,Construction Value of Building Permits Issued (Residential),m,c,232500000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,4,,
2708,1.21,Construction Value of Building Permits Issued (Residential),m,c,203800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,5,,
2709,1.21,Construction Value of Building Permits Issued (Residential),m,c,194800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,6,,
2710,1.21,Construction Value of Building Permits Issued (Residential),m,c,246000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,7,,
2711,1.21,Construction Value of Building Permits Issued (Residential),m,c,246000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,8,,
2712,1.21,Construction Value of Building Permits Issued (Residential),m,c,275600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,9,,
2713,1.21,Construction Value of Building Permits Issued (Residential),m,c,228000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,10,,
2714,1.21,Construction Value of Building Permits Issued (Residential),m,c,112900000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,11,,
2715,1.21,Construction Value of Building Permits Issued (Residential),m,c,368100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2008,12,,
2716,1.21,Construction Value of Building Permits Issued (Residential),m,c,43500000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,1,,
2717,1.21,Construction Value of Building Permits Issued (Residential),m,c,154900000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,2,,
2718,1.21,Construction Value of Building Permits Issued (Residential),m,c,169900000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,3,,
2719,1.21,Construction Value of Building Permits Issued (Residential),m,c,187400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,4,,
2720,1.21,Construction Value of Building Permits Issued (Residential),m,c,344800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,5,,
2721,1.21,Construction Value of Building Permits Issued (Residential),m,c,210600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,6,,
2722,1.21,Construction Value of Building Permits Issued (Residential),m,c,14800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,7,,
2723,1.21,Construction Value of Building Permits Issued (Residential),m,c,157400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,8,,
2724,1.21,Construction Value of Building Permits Issued (Residential),m,c,132400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,9,,
2725,1.21,Construction Value of Building Permits Issued (Residential),m,c,152100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,10,,
2726,1.21,Construction Value of Building Permits Issued (Residential),m,c,213800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,11,,
2727,1.21,Construction Value of Building Permits Issued (Residential),m,c,379100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2009,12,,
2728,1.21,Construction Value of Building Permits Issued (Residential),m,c,375600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,1,,
2729,1.21,Construction Value of Building Permits Issued (Residential),m,c,85100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,2,,
2730,1.21,Construction Value of Building Permits Issued (Residential),m,c,148100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,3,,
2731,1.21,Construction Value of Building Permits Issued (Residential),m,c,155800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,4,,
2732,1.21,Construction Value of Building Permits Issued (Residential),m,c,188700000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,5,,
2733,1.21,Construction Value of Building Permits Issued (Residential),m,c,234200000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,6,,
2734,1.21,Construction Value of Building Permits Issued (Residential),m,c,325000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,7,,
2735,1.21,Construction Value of Building Permits Issued (Residential),m,c,283700000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,8,,
2736,1.21,Construction Value of Building Permits Issued (Residential),m,c,268000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,9,,
2737,1.21,Construction Value of Building Permits Issued (Residential),m,c,146800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,10,,
2738,1.21,Construction Value of Building Permits Issued (Residential),m,c,189588000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,11,,
2739,1.21,Construction Value of Building Permits Issued (Residential),m,c,551600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2010,12,,
2740,1.21,Construction Value of Building Permits Issued (Residential),m,c,161057000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,1,,
2741,1.21,Construction Value of Building Permits Issued (Residential),m,c,160610000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,2,,
2742,1.21,Construction Value of Building Permits Issued (Residential),m,c,759018000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,3,,
2743,1.21,Construction Value of Building Permits Issued (Residential),m,c,338663000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,4,,
2744,1.21,Construction Value of Building Permits Issued (Residential),m,c,370835000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,5,,
2745,1.21,Construction Value of Building Permits Issued (Residential),m,c,231705000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,6,,
2746,1.21,Construction Value of Building Permits Issued (Residential),m,c,255600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,7,,
2747,1.21,Construction Value of Building Permits Issued (Residential),m,c,181300000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,8,,
2748,1.21,Construction Value of Building Permits Issued (Residential),m,c,210800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,9,,
2749,1.21,Construction Value of Building Permits Issued (Residential),m,c,319700000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,10,,
2750,1.21,Construction Value of Building Permits Issued (Residential),m,c,191300000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,11,,
2751,1.21,Construction Value of Building Permits Issued (Residential),m,c,735300000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2011,12,,
2752,1.21,Construction Value of Building Permits Issued (Residential),m,c,470600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,1,,
2753,1.21,Construction Value of Building Permits Issued (Residential),m,c,492100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,2,,
2754,1.21,Construction Value of Building Permits Issued (Residential),m,c,298500000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,3,,
2755,1.21,Construction Value of Building Permits Issued (Residential),m,c,315000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,4,,
2756,1.21,Construction Value of Building Permits Issued (Residential),m,c,226200000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,5,,
2757,1.21,Construction Value of Building Permits Issued (Residential),m,c,261300000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,6,,
2758,1.21,Construction Value of Building Permits Issued (Residential),m,c,234300000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,7,,
2759,1.21,Construction Value of Building Permits Issued (Residential),m,c,234100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,8,,
2760,1.21,Construction Value of Building Permits Issued (Residential),m,c,121100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,9,,
2761,1.21,Construction Value of Building Permits Issued (Residential),m,c,194600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,10,,
2762,1.21,Construction Value of Building Permits Issued (Residential),m,c,167800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,11,,
2763,1.21,Construction Value of Building Permits Issued (Residential),m,c,107800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2012,12,,
2764,1.21,Construction Value of Building Permits Issued (Residential),m,c,284000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,1,,
2765,1.21,Construction Value of Building Permits Issued (Residential),m,c,243400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,2,,
2766,1.21,Construction Value of Building Permits Issued (Residential),m,c,272900000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,3,,
2767,1.21,Construction Value of Building Permits Issued (Residential),m,c,409100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,4,,
2768,1.21,Construction Value of Building Permits Issued (Residential),m,c,777400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,5,,
2769,1.21,Construction Value of Building Permits Issued (Residential),m,c,511000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,6,,
2770,1.21,Construction Value of Building Permits Issued (Residential),m,c,512600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,7,,
2771,1.21,Construction Value of Building Permits Issued (Residential),m,c,483900000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,8,,
2772,1.21,Construction Value of Building Permits Issued (Residential),m,c,363000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,9,,
2773,1.21,Construction Value of Building Permits Issued (Residential),m,c,464400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,10,,
2774,1.21,Construction Value of Building Permits Issued (Residential),m,c,437800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,11,,
2775,1.21,Construction Value of Building Permits Issued (Residential),m,c,219200000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2013,12,,
2776,1.21,Construction Value of Building Permits Issued (Residential),m,c,628000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,1,,
2777,1.21,Construction Value of Building Permits Issued (Residential),m,c,259500000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,2,,
2778,1.21,Construction Value of Building Permits Issued (Residential),m,c,846300000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,3,,
2779,1.21,Construction Value of Building Permits Issued (Residential),m,c,334000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,4,,
2780,1.21,Construction Value of Building Permits Issued (Residential),m,c,366200000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,5,,
2781,1.21,Construction Value of Building Permits Issued (Residential),m,c,361600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,6,,
2782,1.21,Construction Value of Building Permits Issued (Residential),m,c,680400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,7,,
2783,1.21,Construction Value of Building Permits Issued (Residential),m,c,250800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,8,,
2784,1.21,Construction Value of Building Permits Issued (Residential),m,c,373500000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,9,,
2785,1.21,Construction Value of Building Permits Issued (Residential),m,c,193600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,10,,
2786,1.21,Construction Value of Building Permits Issued (Residential),m,c,500600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,11,,
2787,1.21,Construction Value of Building Permits Issued (Residential),m,c,368000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2014,12,,
2788,1.21,Construction Value of Building Permits Issued (Residential),m,c,276790000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,1,,
2789,1.21,Construction Value of Building Permits Issued (Residential),m,c,140200000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,2,,
2790,1.21,Construction Value of Building Permits Issued (Residential),m,c,349700000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,3,,
2791,1.21,Construction Value of Building Permits Issued (Residential),m,c,650400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,4,,
2792,1.21,Construction Value of Building Permits Issued (Residential),m,c,218400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,5,,
2793,1.21,Construction Value of Building Permits Issued (Residential),m,c,297100000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,6,,
2794,1.21,Construction Value of Building Permits Issued (Residential),m,c,330000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,7,,
2795,1.21,Construction Value of Building Permits Issued (Residential),m,c,625800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,8,,
2796,1.21,Construction Value of Building Permits Issued (Residential),m,c,189500000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,9,,
2797,1.21,Construction Value of Building Permits Issued (Residential),m,c,448200000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,10,,
2798,1.21,Construction Value of Building Permits Issued (Residential),m,c,354400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,11,,
2799,1.21,Construction Value of Building Permits Issued (Residential),m,c,421600000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2015,12,,
2800,1.21,Construction Value of Building Permits Issued (Residential),m,c,260200000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,1,,
2801,1.21,Construction Value of Building Permits Issued (Residential),m,c,119000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,2,,
2802,1.21,Construction Value of Building Permits Issued (Residential),m,c,232200000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,3,,
2803,1.21,Construction Value of Building Permits Issued (Residential),m,c,372000000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,4,,
2804,1.21,Construction Value of Building Permits Issued (Residential),m,c,278400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,5,,
2805,1.21,Construction Value of Building Permits Issued (Residential),m,c,347800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,6,,
2806,1.21,Construction Value of Building Permits Issued (Residential),m,c,432400000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,7,,
2807,1.21,Construction Value of Building Permits Issued (Residential),m,c,561900000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,8,,
2808,1.21,Construction Value of Building Permits Issued (Residential),m,c,268200000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,9,,
2809,1.21,Construction Value of Building Permits Issued (Residential),m,c,553800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,10,,
2810,1.21,Construction Value of Building Permits Issued (Residential),m,c,289800000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,11,,
2811,1.21,Construction Value of Building Permits Issued (Residential),m,c,509500000,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2016,12,,
2812,1.21,Construction Value of Building Permits Issued (Residential),m,c,416818478,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,1,,
2813,1.21,Construction Value of Building Permits Issued (Residential),m,c,179133464,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,2,,
2814,1.21,Construction Value of Building Permits Issued (Residential),m,c,400044445,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,3,,
2815,1.21,Construction Value of Building Permits Issued (Residential),m,c,390620866,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,4,,
2816,1.21,Construction Value of Building Permits Issued (Residential),m,c,536976096,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,5,,
2817,1.21,Construction Value of Building Permits Issued (Residential),m,c,839471674,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,6,,
2818,1.21,Construction Value of Building Permits Issued (Residential),m,c,1413622059,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,7,,
2819,1.21,Construction Value of Building Permits Issued (Residential),m,c,380131545,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,8,,
2820,1.21,Construction Value of Building Permits Issued (Residential),m,c,471577341,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,9,,
2821,1.21,Construction Value of Building Permits Issued (Residential),m,c,328319607,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,10,,
2822,1.21,Construction Value of Building Permits Issued (Residential),m,c,465850107,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,11,,
2823,1.21,Construction Value of Building Permits Issued (Residential),m,c,424622736,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2017,12,,
2824,1.21,Construction Value of Building Permits Issued (Residential),m,c,650929275,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2018,1,,
2825,1.21,Construction Value of Building Permits Issued (Residential),m,c,364328274,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2018,2,,
2826,1.21,Construction Value of Building Permits Issued (Residential),m,c,363488390,0.03,,,Up,Development &amp; Construction," Source: City of Toronto, Toronto Building ",,2018,3,,
